n,t,dt,action,error
13903,3.717045310020985e-05,1e-12,accept,9.045616334490191e-20
13904,3.717045410020985e-05,1e-12,accept,9.055010781327285e-20
13905,3.7170455100209855e-05,1e-12,accept,9.03220782761961e-20
13906,3.717045610020986e-05,1e-12,accept,9.05652634244367e-20
13907,3.717045710020986e-05,1e-12,accept,9.0480835976493e-20
13908,3.7170458100209864e-05,1e-12,accept,9.038081650996654e-20
13909,3.7170459100209866e-05,1e-12,accept,9.054643736273282e-20
13910,3.717046010020987e-05,1e-12,accept,9.056688820991867e-20
13911,3.717046110020987e-05,1e-12,accept,9.067748897367503e-20
13912,3.7170462100209875e-05,1e-12,accept,9.037319804513623e-20
13913,3.717046310020988e-05,1e-12,accept,9.053378514306005e-20
13914,3.717046410020988e-05,1e-12,accept,9.057346313325162e-20
13915,3.717046510020988e-05,1e-12,accept,9.060119875809578e-20
13916,3.7170466100209886e-05,1e-12,accept,9.040607664522411e-20
13917,3.717046710020989e-05,1e-12,accept,9.053721720860236e-20
13918,3.717046810020989e-05,1e-12,accept,9.051366416604156e-20
13919,3.7170469100209894e-05,1e-12,accept,9.041363364276227e-20
13920,3.71704701002099e-05,1e-12,accept,9.049893312343425e-20
13921,3.71704711002099e-05,1e-12,accept,9.042640894508261e-20
13922,3.71704721002099e-05,1e-12,accept,9.057573512697926e-20
13923,3.7170473100209905e-05,1e-12,accept,9.045275746400439e-20
13924,3.717047410020991e-05,1e-12,accept,9.04055197575217e-20
13925,3.717047510020991e-05,1e-12,accept,9.052572686339268e-20
13926,3.7170476100209914e-05,1e-12,accept,9.035533529338059e-20
13927,3.7170477100209916e-05,1e-12,accept,9.052910621690909e-20
13928,3.717047810020992e-05,1e-12,accept,9.058669716702675e-20
13929,3.717047910020992e-05,1e-12,accept,9.046158430821241e-20
13930,3.7170480100209925e-05,1e-12,accept,9.057558032929092e-20
13931,3.717048110020993e-05,1e-12,accept,9.038287114966398e-20
13932,3.717048210020993e-05,1e-12,accept,9.06030534234039e-20
13933,3.717048310020993e-05,1e-12,accept,9.038166473503287e-20
13934,3.7170484100209936e-05,1e-12,accept,9.04627838396426e-20
13935,3.717048510020994e-05,1e-12,accept,9.052984248076119e-20
13936,3.717048610020994e-05,1e-12,accept,9.048645651041536e-20
13937,3.7170487100209944e-05,1e-12,accept,9.052886355041572e-20
13938,3.717048810020995e-05,1e-12,accept,9.0453279000164e-20
13939,3.717048910020995e-05,1e-12,accept,9.040379904666329e-20
13940,3.717049010020995e-05,1e-12,accept,9.063207931662324e-20
13941,3.7170491100209955e-05,1e-12,accept,9.04630724208238e-20
13942,3.717049210020996e-05,1e-12,accept,9.038303967537084e-20
13943,3.717049310020996e-05,1e-12,accept,9.077922794362919e-20
13944,3.7170494100209964e-05,1e-12,accept,9.04049651896054e-20
13945,3.7170495100209966e-05,1e-12,accept,9.047572691701132e-20
13946,3.717049610020997e-05,1e-12,accept,9.054574550016845e-20
13947,3.717049710020997e-05,1e-12,accept,9.040780276861862e-20
13948,3.7170498100209975e-05,1e-12,accept,9.046382805524396e-20
13949,3.717049910020998e-05,1e-12,accept,9.041030800077511e-20
13950,3.717050010020998e-05,1e-12,accept,9.072190736537595e-20
13951,3.717050110020998e-05,1e-12,accept,9.044365313224914e-20
13952,3.7170502100209986e-05,1e-12,accept,9.036374243118217e-20
13953,3.717050310020999e-05,1e-12,accept,9.046770644209677e-20
13954,3.717050410020999e-05,1e-12,accept,9.057484137083768e-20
13955,3.7170505100209994e-05,1e-12,accept,9.046534645578818e-20
13956,3.717050610021e-05,1e-12,accept,9.045149966695165e-20
13957,3.717050710021e-05,1e-12,accept,9.056572664602252e-20
13958,3.717050810021e-05,1e-12,accept,9.067540016458207e-20
13959,3.7170509100210005e-05,1e-12,accept,9.040994858529969e-20
13960,3.717051010021001e-05,1e-12,accept,9.058104560607867e-20
13961,3.717051110021001e-05,1e-12,accept,9.060470622002789e-20
13962,3.7170512100210014e-05,1e-12,accept,9.0445672299042e-20
13963,3.7170513100210017e-05,1e-12,accept,9.054541199883421e-20
13964,3.717051410021002e-05,1e-12,accept,9.036502990139726e-20
13965,3.717051510021002e-05,1e-12,accept,9.038976632346792e-20
13966,3.7170516100210025e-05,1e-12,accept,9.055025648379093e-20
13967,3.717051710021003e-05,1e-12,accept,9.048145648141879e-20
13968,3.717051810021003e-05,1e-12,accept,9.062165905245299e-20
13969,3.717051910021003e-05,1e-12,accept,9.040068329413987e-20
13970,3.7170520100210036e-05,1e-12,accept,9.049799177912878e-20
13971,3.717052110021004e-05,1e-12,accept,9.060263792558921e-20
13972,3.717052210021004e-05,1e-12,accept,9.03594287124496e-20
13973,3.7170523100210044e-05,1e-12,accept,9.06882508335231e-20
13974,3.717052410021005e-05,1e-12,accept,9.051214876218127e-20
13975,3.717052510021005e-05,1e-12,accept,9.063393408676183e-20
13976,3.717052610021005e-05,1e-12,accept,9.049615712251083e-20
13977,3.7170527100210055e-05,1e-12,accept,9.0579694517056e-20
13978,3.717052810021006e-05,1e-12,accept,9.039160199851493e-20
13979,3.717052910021006e-05,1e-12,accept,9.048460124860209e-20
13980,3.7170530100210064e-05,1e-12,accept,9.044526948385659e-20
13981,3.7170531100210067e-05,1e-12,accept,9.046523279698051e-20
13982,3.717053210021007e-05,1e-12,accept,9.050606993066042e-20
13983,3.717053310021007e-05,1e-12,accept,9.053522885127026e-20
13984,3.7170534100210075e-05,1e-12,accept,9.035921873535942e-20
13985,3.717053510021008e-05,1e-12,accept,9.030613331250477e-20
13986,3.717053610021008e-05,1e-12,accept,9.047793650436068e-20
13987,3.717053710021008e-05,1e-12,accept,9.050005122395573e-20
13988,3.7170538100210086e-05,1e-12,accept,9.04344949468617e-20
13989,3.717053910021009e-05,1e-12,accept,9.056120793394151e-20
13990,3.717054010021009e-05,1e-12,accept,9.045644522959188e-20
13991,3.7170541100210094e-05,1e-12,accept,9.040286699206048e-20
13992,3.71705421002101e-05,1e-12,accept,9.055994684697184e-20
13993,3.71705431002101e-05,1e-12,accept,9.048428752256751e-20
13994,3.71705441002101e-05,1e-12,accept,9.053935003525633e-20
13995,3.7170545100210105e-05,1e-12,accept,9.051682332527395e-20
13996,3.717054610021011e-05,1e-12,accept,9.051940327563437e-20
13997,3.717054710021011e-05,1e-12,accept,9.047638816205598e-20
13998,3.7170548100210114e-05,1e-12,accept,9.038139263923805e-20
13999,3.717054910021012e-05,1e-12,accept,9.046361284323236e-20
14000,3.717055010021012e-05,1e-12,accept,9.048823570941236e-20
14001,3.717055110021012e-05,1e-12,accept,9.064786616518437e-20
14002,3.7170552100210125e-05,1e-12,accept,9.05905985554499e-20
14003,3.717055310021013e-05,1e-12,accept,9.043090375139834e-20
14004,3.717055410021013e-05,1e-12,accept,9.044783608884121e-20
14005,3.717055510021013e-05,1e-12,accept,9.026805313809901e-20
14006,3.7170556100210136e-05,1e-12,accept,9.05021377601612e-20
14007,3.717055710021014e-05,1e-12,accept,9.065214523089965e-20
14008,3.717055810021014e-05,1e-12,accept,9.034215160634962e-20
14009,3.7170559100210144e-05,1e-12,accept,9.0402427211433e-20
14010,3.717056010021015e-05,1e-12,accept,9.051041702547111e-20
14011,3.717056110021015e-05,1e-12,accept,9.048588643344413e-20
14012,3.717056210021015e-05,1e-12,accept,9.051837600217506e-20
14013,3.7170563100210156e-05,1e-12,accept,9.043944478818012e-20
14014,3.717056410021016e-05,1e-12,accept,9.058338308333924e-20
14015,3.717056510021016e-05,1e-12,accept,9.042247519733919e-20
14016,3.7170566100210164e-05,1e-12,accept,9.053344252079852e-20
14017,3.717056710021017e-05,1e-12,accept,9.032568827578768e-20
14018,3.717056810021017e-05,1e-12,accept,9.037493378832626e-20
14019,3.717056910021017e-05,1e-12,accept,9.044874951288735e-20
14020,3.7170570100210175e-05,1e-12,accept,9.0497686881574e-20
14021,3.717057110021018e-05,1e-12,accept,9.040510057371838e-20
14022,3.717057210021018e-05,1e-12,accept,9.049352086481146e-20
14023,3.717057310021018e-05,1e-12,accept,9.046458957505969e-20
14024,3.7170574100210186e-05,1e-12,accept,9.042820174379871e-20
14025,3.717057510021019e-05,1e-12,accept,9.046687963637956e-20
14026,3.717057610021019e-05,1e-12,accept,9.048525808283415e-20
14027,3.7170577100210194e-05,1e-12,accept,9.044190476955185e-20
14028,3.71705781002102e-05,1e-12,accept,9.054972655012078e-20
14029,3.71705791002102e-05,1e-12,accept,9.058582487266155e-20
14030,3.71705801002102e-05,1e-12,accept,9.047754353951319e-20
14031,3.7170581100210206e-05,1e-12,accept,9.047740590959437e-20
14032,3.717058210021021e-05,1e-12,accept,9.049136714858661e-20
14033,3.717058310021021e-05,1e-12,accept,9.050489993209819e-20
14034,3.7170584100210214e-05,1e-12,accept,9.044904578906178e-20
14035,3.717058510021022e-05,1e-12,accept,9.057608539588564e-20
14036,3.717058610021022e-05,1e-12,accept,9.052657026390879e-20
14037,3.717058710021022e-05,1e-12,accept,9.046928171807583e-20
14038,3.7170588100210225e-05,1e-12,accept,9.040340432178145e-20
14039,3.717058910021023e-05,1e-12,accept,9.047846809854521e-20
14040,3.717059010021023e-05,1e-12,accept,9.0446781103351e-20
14041,3.7170591100210233e-05,1e-12,accept,9.044615897435277e-20
14042,3.7170592100210236e-05,1e-12,accept,9.05702902860741e-20
14043,3.717059310021024e-05,1e-12,accept,9.041152211100935e-20
14044,3.717059410021024e-05,1e-12,accept,9.053503486652614e-20
14045,3.7170595100210245e-05,1e-12,accept,9.053273101612725e-20
14046,3.717059610021025e-05,1e-12,accept,9.056110528949838e-20
14047,3.717059710021025e-05,1e-12,accept,9.044613928093821e-20
14048,3.717059810021025e-05,1e-12,accept,9.052811212632725e-20
14049,3.7170599100210256e-05,1e-12,accept,9.048553700497703e-20
14050,3.717060010021026e-05,1e-12,accept,9.04832023119032e-20
14051,3.717060110021026e-05,1e-12,accept,9.046814653685894e-20
14052,3.7170602100210264e-05,1e-12,accept,9.043378183199344e-20
14053,3.717060310021027e-05,1e-12,accept,9.051193808981648e-20
14054,3.717060410021027e-05,1e-12,accept,9.047864748266483e-20
14055,3.717060510021027e-05,1e-12,accept,9.062641196577755e-20
14056,3.7170606100210275e-05,1e-12,accept,9.04418676545145e-20
14057,3.717060710021028e-05,1e-12,accept,9.05824603729984e-20
14058,3.717060810021028e-05,1e-12,accept,9.053136895560724e-20
14059,3.7170609100210283e-05,1e-12,accept,9.04396877111771e-20
14060,3.7170610100210286e-05,1e-12,accept,9.05414531191863e-20
14061,3.717061110021029e-05,1e-12,accept,9.067615830365826e-20
14062,3.717061210021029e-05,1e-12,accept,9.049142905271466e-20
14063,3.7170613100210295e-05,1e-12,accept,9.050741027087664e-20
14064,3.71706141002103e-05,1e-12,accept,9.057129521481952e-20
14065,3.71706151002103e-05,1e-12,accept,9.052659476838173e-20
14066,3.71706161002103e-05,1e-12,accept,9.032859388522324e-20
14067,3.7170617100210306e-05,1e-12,accept,9.050227389029603e-20
14068,3.717061810021031e-05,1e-12,accept,9.050049788199013e-20
14069,3.717061910021031e-05,1e-12,accept,9.046881232325544e-20
14070,3.7170620100210314e-05,1e-12,accept,9.053695346033585e-20
14071,3.717062110021032e-05,1e-12,accept,9.04121039862934e-20
14072,3.717062210021032e-05,1e-12,accept,9.054054957856701e-20
14073,3.717062310021032e-05,1e-12,accept,9.047352901258121e-20
14074,3.7170624100210325e-05,1e-12,accept,9.058426528834955e-20
14075,3.717062510021033e-05,1e-12,accept,9.051923829325545e-20
14076,3.717062610021033e-05,1e-12,accept,9.045394603677725e-20
14077,3.7170627100210333e-05,1e-12,accept,9.041904346794107e-20
14078,3.7170628100210336e-05,1e-12,accept,9.06192307875009e-20
14079,3.717062910021034e-05,1e-12,accept,9.039991688915527e-20
14080,3.717063010021034e-05,1e-12,accept,9.055536790820728e-20
14081,3.7170631100210345e-05,1e-12,accept,9.045511213720258e-20
14082,3.717063210021035e-05,1e-12,accept,9.050430236841233e-20
14083,3.717063310021035e-05,1e-12,accept,9.049225481316012e-20
14084,3.717063410021035e-05,1e-12,accept,9.04047576701292e-20
14085,3.7170635100210356e-05,1e-12,accept,9.043716567104266e-20
14086,3.717063610021036e-05,1e-12,accept,9.061982921334136e-20
14087,3.717063710021036e-05,1e-12,accept,9.050446775257365e-20
14088,3.7170638100210364e-05,1e-12,accept,9.060225049218207e-20
14089,3.717063910021037e-05,1e-12,accept,9.03734882325431e-20
14090,3.717064010021037e-05,1e-12,accept,9.051996417192608e-20
14091,3.717064110021037e-05,1e-12,accept,9.05105034850847e-20
14092,3.7170642100210375e-05,1e-12,accept,9.049037544468709e-20
14093,3.717064310021038e-05,1e-12,accept,9.031839781777841e-20
14094,3.717064410021038e-05,1e-12,accept,9.034917405102862e-20
14095,3.7170645100210384e-05,1e-12,accept,9.048046488746238e-20
14096,3.7170646100210386e-05,1e-12,accept,9.058402831764872e-20
14097,3.717064710021039e-05,1e-12,accept,9.051419842237216e-20
14098,3.717064810021039e-05,1e-12,accept,9.034813173664065e-20
14099,3.7170649100210395e-05,1e-12,accept,9.054016467351493e-20
14100,3.71706501002104e-05,1e-12,accept,9.059110984837752e-20
14101,3.71706511002104e-05,1e-12,accept,9.052613005958423e-20
14102,3.71706521002104e-05,1e-12,accept,9.048181045651282e-20
14103,3.7170653100210406e-05,1e-12,accept,9.02899806474093e-20
14104,3.717065410021041e-05,1e-12,accept,9.062506100782468e-20
14105,3.717065510021041e-05,1e-12,accept,9.042826133546709e-20
14106,3.7170656100210414e-05,1e-12,accept,9.051248226041322e-20
14107,3.717065710021042e-05,1e-12,accept,9.046455102663861e-20
14108,3.717065810021042e-05,1e-12,accept,9.058265960373748e-20
14109,3.717065910021042e-05,1e-12,accept,9.054391365889633e-20
14110,3.7170660100210425e-05,1e-12,accept,9.059402259641595e-20
14111,3.717066110021043e-05,1e-12,accept,9.049248410605932e-20
14112,3.717066210021043e-05,1e-12,accept,9.042419607285537e-20
14113,3.7170663100210434e-05,1e-12,accept,9.038697487923809e-20
14114,3.7170664100210436e-05,1e-12,accept,9.051345574666184e-20
14115,3.717066510021044e-05,1e-12,accept,9.050750309741644e-20
14116,3.717066610021044e-05,1e-12,accept,9.059639929195414e-20
14117,3.7170667100210445e-05,1e-12,accept,9.037144547197354e-20
14118,3.717066810021045e-05,1e-12,accept,9.057682674709125e-20
14119,3.717066910021045e-05,1e-12,accept,9.055928973179561e-20
14120,3.717067010021045e-05,1e-12,accept,9.065405903305859e-20
14121,3.7170671100210456e-05,1e-12,accept,9.05348275734995e-20
14122,3.717067210021046e-05,1e-12,accept,9.058656833931571e-20
14123,3.717067310021046e-05,1e-12,accept,9.058535539881517e-20
14124,3.7170674100210464e-05,1e-12,accept,9.062962597270468e-20
14125,3.717067510021047e-05,1e-12,accept,9.06147291767062e-20
14126,3.717067610021047e-05,1e-12,accept,9.06303297697119e-20
14127,3.717067710021047e-05,1e-12,accept,9.046521956434053e-20
14128,3.7170678100210475e-05,1e-12,accept,9.042844232730792e-20
14129,3.717067910021048e-05,1e-12,accept,9.063599750681302e-20
14130,3.717068010021048e-05,1e-12,accept,9.061586208705758e-20
14131,3.7170681100210484e-05,1e-12,accept,9.052088572279748e-20
14132,3.7170682100210486e-05,1e-12,accept,9.059567318068894e-20
14133,3.717068310021049e-05,1e-12,accept,9.052712365746063e-20
14134,3.717068410021049e-05,1e-12,accept,9.041344256299552e-20
14135,3.7170685100210495e-05,1e-12,accept,9.060747262356909e-20
14136,3.71706861002105e-05,1e-12,accept,9.054581069140603e-20
14137,3.71706871002105e-05,1e-12,accept,9.047008792656944e-20
14138,3.71706881002105e-05,1e-12,accept,9.061842651183736e-20
14139,3.7170689100210506e-05,1e-12,accept,9.044323603600712e-20
14140,3.717069010021051e-05,1e-12,accept,9.041276456026965e-20
14141,3.717069110021051e-05,1e-12,accept,9.043817448153728e-20
14142,3.7170692100210514e-05,1e-12,accept,9.045512736608361e-20
14143,3.717069310021052e-05,1e-12,accept,9.068380195193969e-20
14144,3.717069410021052e-05,1e-12,accept,9.038947797383401e-20
14145,3.717069510021052e-05,1e-12,accept,9.052606609592119e-20
14146,3.7170696100210525e-05,1e-12,accept,9.05711452601973e-20
14147,3.717069710021053e-05,1e-12,accept,9.043559766602442e-20
14148,3.717069810021053e-05,1e-12,accept,9.052328646292628e-20
14149,3.7170699100210534e-05,1e-12,accept,9.044205546013403e-20
14150,3.7170700100210536e-05,1e-12,accept,9.057038640934134e-20
14151,3.717070110021054e-05,1e-12,accept,9.05079545222857e-20
14152,3.717070210021054e-05,1e-12,accept,9.046434070656782e-20
14153,3.7170703100210545e-05,1e-12,accept,9.042979833499468e-20
14154,3.717070410021055e-05,1e-12,accept,9.047646927010292e-20
14155,3.717070510021055e-05,1e-12,accept,9.032502899232432e-20
14156,3.717070610021055e-05,1e-12,accept,9.066949546490096e-20
14157,3.7170707100210556e-05,1e-12,accept,9.056462480435298e-20
14158,3.717070810021056e-05,1e-12,accept,9.054957274003275e-20
14159,3.717070910021056e-05,1e-12,accept,9.063775062427228e-20
14160,3.7170710100210564e-05,1e-12,accept,9.058723183914789e-20
14161,3.717071110021057e-05,1e-12,accept,9.056514953237641e-20
14162,3.717071210021057e-05,1e-12,accept,9.043993640236095e-20
14163,3.717071310021057e-05,1e-12,accept,9.039230340164651e-20
14164,3.7170714100210575e-05,1e-12,accept,9.06278150557514e-20
14165,3.717071510021058e-05,1e-12,accept,9.044172535830923e-20
14166,3.717071610021058e-05,1e-12,accept,9.045736285878165e-20
14167,3.7170717100210584e-05,1e-12,accept,9.039024956144636e-20
14168,3.7170718100210587e-05,1e-12,accept,9.04105374775089e-20
14169,3.717071910021059e-05,1e-12,accept,9.058136833870837e-20
14170,3.717072010021059e-05,1e-12,accept,9.04896952125831e-20
14171,3.7170721100210595e-05,1e-12,accept,9.055380709887441e-20
14172,3.71707221002106e-05,1e-12,accept,9.040515607038238e-20
14173,3.71707231002106e-05,1e-12,accept,9.038261452180732e-20
14174,3.71707241002106e-05,1e-12,accept,9.042716091818883e-20
14175,3.7170725100210606e-05,1e-12,accept,9.049118120205041e-20
14176,3.717072610021061e-05,1e-12,accept,9.041775405618937e-20
14177,3.717072710021061e-05,1e-12,accept,9.049702792469695e-20
14178,3.7170728100210614e-05,1e-12,accept,9.045764725849702e-20
14179,3.717072910021062e-05,1e-12,accept,9.054306183547335e-20
14180,3.717073010021062e-05,1e-12,accept,9.052933914881469e-20
14181,3.717073110021062e-05,1e-12,accept,9.046576951784051e-20
14182,3.7170732100210625e-05,1e-12,accept,9.059611289729629e-20
14183,3.717073310021063e-05,1e-12,accept,9.049493719046751e-20
14184,3.717073410021063e-05,1e-12,accept,9.033862847221011e-20
14185,3.7170735100210634e-05,1e-12,accept,9.044166814426915e-20
14186,3.7170736100210637e-05,1e-12,accept,9.049660497212064e-20
14187,3.717073710021064e-05,1e-12,accept,9.031351746703801e-20
14188,3.717073810021064e-05,1e-12,accept,9.043566138571525e-20
14189,3.7170739100210645e-05,1e-12,accept,9.050080565451066e-20
14190,3.717074010021065e-05,1e-12,accept,9.03908974246944e-20
14191,3.717074110021065e-05,1e-12,accept,9.047275357382613e-20
14192,3.717074210021065e-05,1e-12,accept,9.038549559348302e-20
14193,3.7170743100210656e-05,1e-12,accept,9.050866293913577e-20
14194,3.717074410021066e-05,1e-12,accept,9.057363761829886e-20
14195,3.717074510021066e-05,1e-12,accept,9.054442477944693e-20
14196,3.7170746100210664e-05,1e-12,accept,9.043321158964029e-20
14197,3.717074710021067e-05,1e-12,accept,9.051669343801914e-20
14198,3.717074810021067e-05,1e-12,accept,9.057987944150154e-20
14199,3.717074910021067e-05,1e-12,accept,9.044610739595065e-20
14200,3.7170750100210675e-05,1e-12,accept,9.065656573542901e-20
14201,3.717075110021068e-05,1e-12,accept,9.060449217696639e-20
14202,3.717075210021068e-05,1e-12,accept,9.042136774417886e-20
14203,3.7170753100210684e-05,1e-12,accept,9.043920800324504e-20
14204,3.717075410021069e-05,1e-12,accept,9.045353007946255e-20
14205,3.717075510021069e-05,1e-12,accept,9.056721164077621e-20
14206,3.717075610021069e-05,1e-12,accept,9.051759473127996e-20
14207,3.7170757100210695e-05,1e-12,accept,9.039140525873511e-20
14208,3.71707581002107e-05,1e-12,accept,9.044045156996801e-20
14209,3.71707591002107e-05,1e-12,accept,9.054169128334175e-20
14210,3.71707601002107e-05,1e-12,accept,9.055440230606467e-20
14211,3.7170761100210706e-05,1e-12,accept,9.051234866026806e-20
14212,3.717076210021071e-05,1e-12,accept,9.054033518211972e-20
14213,3.717076310021071e-05,1e-12,accept,9.050936066351223e-20
14214,3.7170764100210714e-05,1e-12,accept,9.039726120407578e-20
14215,3.717076510021072e-05,1e-12,accept,9.043637303074895e-20
14216,3.717076610021072e-05,1e-12,accept,9.037879612187847e-20
14217,3.717076710021072e-05,1e-12,accept,9.0558184867986e-20
14218,3.7170768100210726e-05,1e-12,accept,9.049792732617172e-20
14219,3.717076910021073e-05,1e-12,accept,9.055672212428313e-20
14220,3.717077010021073e-05,1e-12,accept,9.047356529664548e-20
14221,3.7170771100210734e-05,1e-12,accept,9.055785292934267e-20
14222,3.717077210021074e-05,1e-12,accept,9.045476728080714e-20
14223,3.717077310021074e-05,1e-12,accept,9.033612871765815e-20
14224,3.717077410021074e-05,1e-12,accept,9.046463006118748e-20
14225,3.7170775100210745e-05,1e-12,accept,9.051590205312768e-20
14226,3.717077610021075e-05,1e-12,accept,9.056621825870898e-20
14227,3.717077710021075e-05,1e-12,accept,9.039863963372247e-20
14228,3.717077810021075e-05,1e-12,accept,9.061194567909645e-20
14229,3.7170779100210756e-05,1e-12,accept,9.044944242168067e-20
14230,3.717078010021076e-05,1e-12,accept,9.040236881993581e-20
14231,3.717078110021076e-05,1e-12,accept,9.043401462753863e-20
14232,3.7170782100210764e-05,1e-12,accept,9.049641328946042e-20
14233,3.717078310021077e-05,1e-12,accept,9.055011965400594e-20
14234,3.717078410021077e-05,1e-12,accept,9.031110848398711e-20
14235,3.717078510021077e-05,1e-12,accept,9.045718347933466e-20
14236,3.7170786100210776e-05,1e-12,accept,9.038252842816189e-20
14237,3.717078710021078e-05,1e-12,accept,9.05184723985076e-20
14238,3.717078810021078e-05,1e-12,accept,9.057861209578717e-20
14239,3.7170789100210784e-05,1e-12,accept,9.060758619720867e-20
14240,3.717079010021079e-05,1e-12,accept,9.044275214356257e-20
14241,3.717079110021079e-05,1e-12,accept,9.050334454469715e-20
14242,3.717079210021079e-05,1e-12,accept,9.047637293904676e-20
14243,3.7170793100210795e-05,1e-12,accept,9.039090091844643e-20
14244,3.71707941002108e-05,1e-12,accept,9.045734068310767e-20
14245,3.71707951002108e-05,1e-12,accept,9.036349919148991e-20
14246,3.7170796100210803e-05,1e-12,accept,9.056176521591226e-20
14247,3.7170797100210806e-05,1e-12,accept,9.049807919113738e-20
14248,3.717079810021081e-05,1e-12,accept,9.048071380632032e-20
14249,3.717079910021081e-05,1e-12,accept,9.054670522826611e-20
14250,3.7170800100210815e-05,1e-12,accept,9.039332297518827e-20
14251,3.717080110021082e-05,1e-12,accept,9.054376329373729e-20
14252,3.717080210021082e-05,1e-12,accept,9.058116660275686e-20
14253,3.717080310021082e-05,1e-12,accept,9.049898596030902e-20
14254,3.7170804100210826e-05,1e-12,accept,9.036674709699545e-20
14255,3.717080510021083e-05,1e-12,accept,9.03940439710472e-20
14256,3.717080610021083e-05,1e-12,accept,9.042738519017494e-20
14257,3.7170807100210834e-05,1e-12,accept,9.053762366474808e-20
14258,3.717080810021084e-05,1e-12,accept,9.047898995255011e-20
14259,3.717080910021084e-05,1e-12,accept,9.034822279394982e-20
14260,3.717081010021084e-05,1e-12,accept,9.053516164133406e-20
14261,3.7170811100210845e-05,1e-12,accept,9.050894802391864e-20
14262,3.717081210021085e-05,1e-12,accept,9.05164859667979e-20
14263,3.717081310021085e-05,1e-12,accept,9.057696101335922e-20
14264,3.7170814100210853e-05,1e-12,accept,9.049497279988381e-20
14265,3.7170815100210856e-05,1e-12,accept,9.045156448804504e-20
14266,3.717081610021086e-05,1e-12,accept,9.053371941705347e-20
14267,3.717081710021086e-05,1e-12,accept,9.03883720894742e-20
14268,3.7170818100210865e-05,1e-12,accept,9.045063936318697e-20
14269,3.717081910021087e-05,1e-12,accept,9.052792406985767e-20
14270,3.717082010021087e-05,1e-12,accept,9.0487455072685e-20
14271,3.717082110021087e-05,1e-12,accept,9.055230792279594e-20
14272,3.7170822100210876e-05,1e-12,accept,9.053516629334964e-20
14273,3.717082310021088e-05,1e-12,accept,9.059479803156366e-20
14274,3.717082410021088e-05,1e-12,accept,9.054419847638783e-20
14275,3.7170825100210884e-05,1e-12,accept,9.052198547993704e-20
14276,3.717082610021089e-05,1e-12,accept,9.058045767132454e-20
14277,3.717082710021089e-05,1e-12,accept,9.047524321365451e-20
14278,3.717082810021089e-05,1e-12,accept,9.056980433876559e-20
14279,3.7170829100210895e-05,1e-12,accept,9.056124188685621e-20
14280,3.71708301002109e-05,1e-12,accept,9.048160328149422e-20
14281,3.71708311002109e-05,1e-12,accept,9.040821191966992e-20
14282,3.7170832100210903e-05,1e-12,accept,9.048619237977351e-20
14283,3.7170833100210906e-05,1e-12,accept,9.056416555024174e-20
14284,3.717083410021091e-05,1e-12,accept,9.046784270193296e-20
14285,3.717083510021091e-05,1e-12,accept,9.04392102251194e-20
14286,3.7170836100210915e-05,1e-12,accept,9.055921989059682e-20
14287,3.717083710021092e-05,1e-12,accept,9.040789309485794e-20
14288,3.717083810021092e-05,1e-12,accept,9.0439095979762e-20
14289,3.717083910021092e-05,1e-12,accept,9.042861148492206e-20
14290,3.7170840100210926e-05,1e-12,accept,9.042479497748174e-20
14291,3.717084110021093e-05,1e-12,accept,9.034721598005112e-20
14292,3.717084210021093e-05,1e-12,accept,9.042246309127477e-20
14293,3.7170843100210934e-05,1e-12,accept,9.054037474478366e-20
14294,3.717084410021094e-05,1e-12,accept,9.058202528721602e-20
14295,3.717084510021094e-05,1e-12,accept,9.054622604417238e-20
14296,3.717084610021094e-05,1e-12,accept,9.05489022587634e-20
14297,3.7170847100210945e-05,1e-12,accept,9.042506068003574e-20
14298,3.717084810021095e-05,1e-12,accept,9.04550713073358e-20
14299,3.717084910021095e-05,1e-12,accept,9.06122652508482e-20
14300,3.7170850100210954e-05,1e-12,accept,9.049082920790367e-20
14301,3.7170851100210956e-05,1e-12,accept,9.048421259902014e-20
14302,3.717085210021096e-05,1e-12,accept,9.050484060952358e-20
14303,3.717085310021096e-05,1e-12,accept,9.042500484617114e-20
14304,3.7170854100210965e-05,1e-12,accept,9.047756489965832e-20
14305,3.717085510021097e-05,1e-12,accept,9.061325504275029e-20
14306,3.717085610021097e-05,1e-12,accept,9.036008871086522e-20
14307,3.717085710021097e-05,1e-12,accept,9.049810589143414e-20
14308,3.7170858100210976e-05,1e-12,accept,9.05444749206145e-20
14309,3.717085910021098e-05,1e-12,accept,9.058886553891175e-20
14310,3.717086010021098e-05,1e-12,accept,9.055898126772803e-20
14311,3.7170861100210984e-05,1e-12,accept,9.03170549457738e-20
14312,3.717086210021099e-05,1e-12,accept,9.037401875248367e-20
14313,3.717086310021099e-05,1e-12,accept,9.044759509876184e-20
14314,3.717086410021099e-05,1e-12,accept,9.0664886902648e-20
14315,3.7170865100210995e-05,1e-12,accept,9.059834736677915e-20
14316,3.7170866100211e-05,1e-12,accept,9.04783730304473e-20
14317,3.7170867100211e-05,1e-12,accept,9.037870554698836e-20
14318,3.7170868100211004e-05,1e-12,accept,9.042809697318037e-20
14319,3.7170869100211006e-05,1e-12,accept,9.036383236594872e-20
14320,3.717087010021101e-05,1e-12,accept,9.036644233274247e-20
14321,3.717087110021101e-05,1e-12,accept,9.066432666447278e-20
