n,t,dt,action,error
356,8.69088267535636,0.022675616235647768,accept,0.002159659473643725
357,8.713558291592006,0.028439995377622665,accept,0.00428408886305807
358,8.741998286969629,0.02633361516019615,accept,0.003008629045453798
359,8.768331902129825,0.02757923132322956,accept,0.0036226090820394644
360,8.795911133453055,0.02709210429118141,accept,0.0034566185067368468
361,8.823003237744237,0.027322819927698316,accept,0.003577497004844831
362,8.850326057671936,0.02728380354669504,accept,0.003558986952219059
363,8.87760986121863,0.02736392539336887,accept,0.0036141980348639914
364,8.904973786611999,0.027368180415957226,accept,0.003649675535819515
365,8.932341967027956,0.027377910423567416,accept,0.00951957952609435
366,8.959719877451523,0.02385763588047289,accept,0.0024373358409508056
367,8.983577513331996,0.028013639086489007,accept,0.004091292335198197
368,9.011591152418484,0.026446357000023048,accept,0.0031915246255076824
369,9.038037509418507,0.027328856360198467,accept,0.003646893202157703
370,9.065366365778704,0.02698686362469963,accept,0.009210495318992819
371,9.092353229403404,0.023627800113461637,accept,0.0024190899898662716
372,9.115981029516865,0.02767791970997065,accept,0.0038800280346929297
373,9.143658949226836,0.026310302386546875,accept,0.003108532728370157
374,9.169969251613383,0.027140818936262873,accept,0.003505775022015086
375,9.197110070549645,0.02688051408294738,accept,0.0033698310674139926
376,9.223990584632592,0.027116067282942434,accept,0.003435122631376898
377,9.251106651915535,0.027164637744812304,accept,0.003437561232253215
378,9.278271289660347,0.027265378214640153,accept,0.003476931250522558
379,9.305536667874987,0.027323377030697576,accept,0.003667213709216352
380,9.332860044905685,0.027203275569425693,accept,0.00574005432597895
381,9.36006332047511,0.025522526921628024,accept,0.0030686912514306434
382,9.385585847396738,0.02748473946722089,accept,0.003690243953381813
383,9.41307058686396,0.02698290540502475,accept,0.003336212872515454
384,9.440053492268984,0.02740612830928638,accept,0.003509217472602066
385,9.46745962057827,0.027341593789114767,accept,0.003422165025993265
386,9.494801214367385,0.027522460425525242,accept,0.0034472415411787387
387,9.52232367479291,0.027602310940249744,accept,0.0035691383203966445
388,9.549925985733159,0.02756438269841151,accept,0.0034043929237023225
389,9.57749036843157,0.027817087670731103,accept,0.003541343327692313
390,9.605307456102302,0.02777387315967602,accept,0.0035157166715669565
391,9.633081329261978,0.027875140646189935,accept,0.003614889230050341
392,9.660956469908168,0.02784291723293069,accept,0.009993092417248748
393,9.6887993871411,0.024068454928235023,accept,0.0027978210174139082
394,9.712867842069334,0.02784311357802909,accept,0.003973145100003264
395,9.740710955647364,0.026782393504317485,accept,0.003231664143366702
396,9.767493349151682,0.027541125647391165,accept,0.003608642197780184
397,9.795034474799072,0.027273857823865492,accept,0.0035883001794115845
398,9.822308332622939,0.027346313575812808,accept,0.003583687647809891
399,9.84965464619875,0.027407803077517945,accept,0.003613221056466562
400,9.877062449276268,0.027433054783746125,accept,0.0036420215289130146
401,9.904495504060014,0.02745038373448732,accept,0.0036614579004036413
402,9.931945887794502,0.027469422792440436,accept,0.008901953790254278
403,9.959415310586943,0.02417952816504772,accept,0.002577581757717559
404,9.98359483875199,0.016405161248009392,accept,0.00047857063486740614
