n,t,i,p,u,v
14890,62.037500000005544,1,-,-,-
14891,62.037500000005544,2,-,-,-
14892,62.037500000005544,3,0.001715206314710982,8.173909896692299e-05,7.835915399013885e-05
14893,62.05000000000555,1,-,-,-
14894,62.05000000000555,2,-,-,-
14895,62.05000000000555,3,0.0017148670891322289,8.204603138948557e-05,7.867832313409193e-05
14896,62.06250000000555,1,-,-,-
14897,62.06250000000555,2,-,-,-
14898,62.06250000000555,3,0.0017143701532853746,8.245480355857949e-05,7.90703305730586e-05
14899,62.07500000000555,1,-,-,-
14900,62.07500000000555,2,-,-,-
14901,62.07500000000555,3,0.0017148305298930093,8.284081435530228e-05,7.974848968097038e-05
14902,62.087500000005555,1,-,-,-
14903,62.087500000005555,2,-,-,-
14904,62.087500000005555,3,0.0017146129417060646,8.321198703799296e-05,8.038519080085783e-05
14905,62.10000000000556,1,-,-,-
14906,62.10000000000556,2,-,-,-
14907,62.10000000000556,3,0.0017109240613400712,8.368963598304156e-05,8.006785137035626e-05
14908,62.11250000000556,1,-,-,-
14909,62.11250000000556,2,-,-,-
14910,62.11250000000556,3,0.0017079072817001062,8.390692993645051e-05,7.952819932337898e-05
14911,62.12500000000556,1,-,-,-
14912,62.12500000000556,2,-,-,-
14913,62.12500000000556,3,0.0017057138661032065,8.472823529729901e-05,7.934818692594094e-05
14914,62.137500000005566,1,-,-,-
14915,62.137500000005566,2,-,-,-
14916,62.137500000005566,3,0.0017033373459068163,8.505467649027961e-05,7.896965123288651e-05
14917,62.15000000000557,1,-,-,-
14918,62.15000000000557,2,-,-,-
14919,62.15000000000557,3,0.0016998348407021194,8.488424845410802e-05,7.843941692964248e-05
14920,62.16250000000557,1,-,-,-
14921,62.16250000000557,2,-,-,-
14922,62.16250000000557,3,0.0016958081610149054,8.473537951370523e-05,7.807908799405022e-05
14923,62.175000000005575,1,-,-,-
14924,62.175000000005575,2,-,-,-
14925,62.175000000005575,3,0.0016907531897250407,8.490101494562637e-05,7.755655716637246e-05
14926,62.18750000000558,1,-,-,-
14927,62.18750000000558,2,-,-,-
14928,62.18750000000558,3,0.0016850901377465474,8.526746974693407e-05,7.691177392289339e-05
14929,62.20000000000558,1,-,-,-
14930,62.20000000000558,2,-,-,-
14931,62.20000000000558,3,0.0016790897558997186,8.518984470023073e-05,7.615329430935319e-05
14932,62.21250000000558,1,-,-,-
14933,62.21250000000558,2,-,-,-
14934,62.21250000000558,3,0.0016720596955808386,8.512709764951594e-05,7.520268455608051e-05
14935,62.225000000005586,1,-,-,-
14936,62.225000000005586,2,-,-,-
14937,62.225000000005586,3,0.0016630723358303635,8.542794449966104e-05,7.47884249509039e-05
14938,62.23750000000559,1,-,-,-
14939,62.23750000000559,2,-,-,-
14940,62.23750000000559,3,0.001654142607552149,8.548024415751676e-05,7.460262612011588e-05
14941,62.25000000000559,1,-,-,-
14942,62.25000000000559,2,-,-,-
14943,62.25000000000559,3,0.0016448463651108742,8.582693870252713e-05,7.485838111427036e-05
14944,62.262500000005595,1,-,-,-
14945,62.262500000005595,2,-,-,-
14946,62.262500000005595,3,0.0016345251415420907,8.607207953146508e-05,7.481858983376717e-05
14947,62.2750000000056,1,-,-,-
14948,62.2750000000056,2,-,-,-
14949,62.2750000000056,3,0.0016244617837246047,8.610078634272411e-05,7.460809644730511e-05
14950,62.2875000000056,1,-,-,-
14951,62.2875000000056,2,-,-,-
14952,62.2875000000056,3,0.0016162370622107515,8.598294954175372e-05,7.489739750069882e-05
14953,62.3000000000056,1,-,-,-
14954,62.3000000000056,2,-,-,-
14955,62.3000000000056,3,0.0016108743563283904,8.548315273479204e-05,7.503551109857354e-05
14956,62.312500000005606,1,-,-,-
14957,62.312500000005606,2,-,-,-
14958,62.312500000005606,3,0.0016071592220214407,8.547165847608125e-05,7.593767469959443e-05
14959,62.32500000000561,1,-,-,-
14960,62.32500000000561,2,-,-,-
14961,62.32500000000561,3,0.0016039184254464487,8.53664181119258e-05,7.658393469635132e-05
14962,62.33750000000561,1,-,-,-
14963,62.33750000000561,2,-,-,-
14964,62.33750000000561,3,0.001599613662954116,8.534967747667999e-05,7.633344538429244e-05
14965,62.350000000005615,1,-,-,-
14966,62.350000000005615,2,-,-,-
14967,62.350000000005615,3,0.0015964846183673443,8.496475962080823e-05,7.636728937917707e-05
14968,62.36250000000562,1,-,-,-
14969,62.36250000000562,2,-,-,-
14970,62.36250000000562,3,0.0015962919553305058,8.56177983749574e-05,7.696535132984408e-05
14971,62.37500000000562,1,-,-,-
14972,62.37500000000562,2,-,-,-
14973,62.37500000000562,3,0.0015965222651054736,8.645625963562513e-05,7.744262159562483e-05
14974,62.38750000000562,1,-,-,-
14975,62.38750000000562,2,-,-,-
14976,62.38750000000562,3,0.0015971436746160179,8.62851464675332e-05,7.725840927125211e-05
14977,62.400000000005626,1,-,-,-
14978,62.400000000005626,2,-,-,-
14979,62.400000000005626,3,0.0015989696024376412,8.58472119873654e-05,7.692614508440631e-05
14980,62.41250000000563,1,-,-,-
14981,62.41250000000563,2,-,-,-
14982,62.41250000000563,3,0.0016009189568551166,8.574288369774196e-05,7.699693895998593e-05
14983,62.42500000000563,1,-,-,-
14984,62.42500000000563,2,-,-,-
14985,62.42500000000563,3,0.0016015088390082537,8.571510385966856e-05,7.704505007649055e-05
14986,62.437500000005635,1,-,-,-
14987,62.437500000005635,2,-,-,-
14988,62.437500000005635,3,0.001601010190273333,8.543959493143862e-05,7.664017523847977e-05
14989,62.45000000000564,1,-,-,-
14990,62.45000000000564,2,-,-,-
14991,62.45000000000564,3,0.001600418452989418,8.578761713920874e-05,7.645927761626284e-05
14992,62.46250000000564,1,-,-,-
14993,62.46250000000564,2,-,-,-
14994,62.46250000000564,3,0.0016013795220143961,8.538451297373929e-05,7.636667459431064e-05
14995,62.47500000000564,1,-,-,-
14996,62.47500000000564,2,-,-,-
14997,62.47500000000564,3,0.001602064580291212,8.560188505114473e-05,7.669290895476445e-05
14998,62.487500000005646,1,-,-,-
14999,62.487500000005646,2,-,-,-
15000,62.487500000005646,3,0.001601382505501477,8.501184703380978e-05,7.71539817657647e-05
15001,62.50000000000565,1,-,-,-
15002,62.50000000000565,2,-,-,-
15003,62.50000000000565,3,0.001600287270618896,8.465808173576661e-05,7.766754506844692e-05
15004,62.51250000000565,1,-,-,-
15005,62.51250000000565,2,-,-,-
15006,62.51250000000565,3,0.0015975263708346216,8.42290878161633e-05,7.763964570817464e-05
15007,62.525000000005654,1,-,-,-
15008,62.525000000005654,2,-,-,-
15009,62.525000000005654,3,0.0015943494416734432,8.36278226528951e-05,7.669233294891608e-05
15010,62.53750000000566,1,-,-,-
15011,62.53750000000566,2,-,-,-
15012,62.53750000000566,3,0.0015912882734874553,8.255745491993777e-05,7.589761114213284e-05
15013,62.55000000000566,1,-,-,-
15014,62.55000000000566,2,-,-,-
15015,62.55000000000566,3,0.0015892498627714637,8.179021690987846e-05,7.519909391030183e-05
15016,62.56250000000566,1,-,-,-
15017,62.56250000000566,2,-,-,-
15018,62.56250000000566,3,0.0015869691973945392,8.137314767463173e-05,7.474328929667156e-05
15019,62.575000000005666,1,-,-,-
15020,62.575000000005666,2,-,-,-
15021,62.575000000005666,3,0.001583108320560543,8.065038629748277e-05,7.376597040613423e-05
15022,62.58750000000567,1,-,-,-
15023,62.58750000000567,2,-,-,-
15024,62.58750000000567,3,0.001577373981022005,7.95198519070942e-05,7.249851046339272e-05
15025,62.60000000000567,1,-,-,-
15026,62.60000000000567,2,-,-,-
15027,62.60000000000567,3,0.0015722425872717906,7.891738716410441e-05,7.133209255229313e-05
15028,62.612500000005674,1,-,-,-
15029,62.612500000005674,2,-,-,-
15030,62.612500000005674,3,0.0015675455465111998,7.833678806856129e-05,7.049920285452063e-05
15031,62.62500000000568,1,-,-,-
15032,62.62500000000568,2,-,-,-
15033,62.62500000000568,3,0.0015633321473181338,7.77150300725865e-05,6.959060644803135e-05
15034,62.63750000000568,1,-,-,-
15035,62.63750000000568,2,-,-,-
15036,62.63750000000568,3,0.0015601590261202737,7.699897095630433e-05,6.896166153721405e-05
15037,62.65000000000568,1,-,-,-
15038,62.65000000000568,2,-,-,-
15039,62.65000000000568,3,0.0015567425654326493,7.62754358178361e-05,6.833995352727438e-05
15040,62.662500000005686,1,-,-,-
15041,62.662500000005686,2,-,-,-
15042,62.662500000005686,3,0.0015536672860754284,7.57612239879087e-05,6.79414635275516e-05
15043,62.67500000000569,1,-,-,-
15044,62.67500000000569,2,-,-,-
15045,62.67500000000569,3,0.0015512085028660777,7.481392983373326e-05,6.752666700697328e-05
15046,62.68750000000569,1,-,-,-
15047,62.68750000000569,2,-,-,-
15048,62.68750000000569,3,0.0015481738866699641,7.393137126021342e-05,6.707588729814946e-05
15049,62.700000000005694,1,-,-,-
15050,62.700000000005694,2,-,-,-
15051,62.700000000005694,3,0.001545693068927334,7.323682762282839e-05,6.657051754615365e-05
15052,62.7125000000057,1,-,-,-
15053,62.7125000000057,2,-,-,-
15054,62.7125000000057,3,0.001544129532672394,7.27563924440696e-05,6.645730437029038e-05
15055,62.7250000000057,1,-,-,-
15056,62.7250000000057,2,-,-,-
15057,62.7250000000057,3,0.0015439192844265448,7.28599623236056e-05,6.620310020474643e-05
15058,62.7375000000057,1,-,-,-
15059,62.7375000000057,2,-,-,-
15060,62.7375000000057,3,0.001544191917956986,7.267755410552204e-05,6.597693409430456e-05
15061,62.750000000005706,1,-,-,-
15062,62.750000000005706,2,-,-,-
15063,62.750000000005706,3,0.0015444378364449065,7.236232023756036e-05,6.560413766374561e-05
15064,62.76250000000571,1,-,-,-
15065,62.76250000000571,2,-,-,-
15066,62.76250000000571,3,0.0015437688449865723,7.089028603259543e-05,6.501641837666125e-05
15067,62.77500000000571,1,-,-,-
15068,62.77500000000571,2,-,-,-
15069,62.77500000000571,3,0.0015421446330100917,6.929727276252623e-05,6.451319074369147e-05
15070,62.787500000005714,1,-,-,-
15071,62.787500000005714,2,-,-,-
15072,62.787500000005714,3,0.0015412212042996566,6.832877073412241e-05,6.415227494801865e-05
15073,62.80000000000572,1,-,-,-
15074,62.80000000000572,2,-,-,-
15075,62.80000000000572,3,0.0015404456733980644,6.808311491028084e-05,6.418111576258624e-05
15076,62.81250000000572,1,-,-,-
15077,62.81250000000572,2,-,-,-
15078,62.81250000000572,3,0.0015406890814382104,6.814191375213369e-05,6.442398412546405e-05
15079,62.82500000000572,1,-,-,-
15080,62.82500000000572,2,-,-,-
15081,62.82500000000572,3,0.001541800293924403,6.78307681071664e-05,6.484381426867065e-05
15082,62.837500000005726,1,-,-,-
15083,62.837500000005726,2,-,-,-
15084,62.837500000005726,3,0.0015445108408733111,6.735107438787315e-05,6.585070623937165e-05
15085,62.85000000000573,1,-,-,-
15086,62.85000000000573,2,-,-,-
15087,62.85000000000573,3,0.0015486011471117342,6.666247024683546e-05,6.65434264756071e-05
15088,62.86250000000573,1,-,-,-
15089,62.86250000000573,2,-,-,-
15090,62.86250000000573,3,0.0015521174931173104,8.684505626287426e-05,6.678859720104957e-05
15091,62.875000000005734,1,-,-,-
15092,62.875000000005734,2,-,-,-
15093,62.875000000005734,3,0.0015545713139839949,6.596982009312422e-05,6.654612192166136e-05
15094,62.88750000000574,1,-,-,-
15095,62.88750000000574,2,-,-,-
15096,62.88750000000574,3,0.001557042218763887,6.555406990572417e-05,6.640372113995467e-05
15097,62.90000000000574,1,-,-,-
15098,62.90000000000574,2,-,-,-
15099,62.90000000000574,3,0.0015603565797014858,6.49537755359137e-05,6.659046156970546e-05
15100,62.91250000000574,1,-,-,-
15101,62.91250000000574,2,-,-,-
15102,62.91250000000574,3,0.0015644853547783096,6.422345095286217e-05,6.699419350512978e-05
15103,62.925000000005745,1,-,-,-
15104,62.925000000005745,2,-,-,-
15105,62.925000000005745,3,0.0015673923552500608,6.386423619943777e-05,6.679003633449068e-05
15106,62.93750000000575,1,-,-,-
15107,62.93750000000575,2,-,-,-
15108,62.93750000000575,3,0.001569531996470395,6.361581355628444e-05,6.623265552002768e-05
15109,62.95000000000575,1,-,-,-
15110,62.95000000000575,2,-,-,-
15111,62.95000000000575,3,0.00157301428147964,6.354013973160304e-05,6.596373795218984e-05
15112,62.962500000005754,1,-,-,-
15113,62.962500000005754,2,-,-,-
15114,62.962500000005754,3,0.0015773084949402452,6.372999144617277e-05,6.574324333112849e-05
15115,62.97500000000576,1,-,-,-
15116,62.97500000000576,2,-,-,-
15117,62.97500000000576,3,0.0015827445311432696,6.39135207591378e-05,6.560700056624521e-05
15118,62.98750000000576,1,-,-,-
15119,62.98750000000576,2,-,-,-
15120,62.98750000000576,3,0.001588153752595071,6.403980605834719e-05,6.514230029180875e-05
15121,63.00000000000576,1,-,-,-
15122,63.00000000000576,2,-,-,-
15123,63.00000000000576,3,0.0015937556902679646,6.328417948291521e-05,6.456437126285863e-05
15124,63.012500000005765,1,-,-,-
15125,63.012500000005765,2,-,-,-
15126,63.012500000005765,3,0.0015997520477373554,6.266414346242301e-05,6.422299553510112e-05
15127,63.02500000000577,1,-,-,-
15128,63.02500000000577,2,-,-,-
15129,63.02500000000577,3,0.0016059876626169365,6.20998120521934e-05,6.458656157830588e-05
15130,63.03750000000577,1,-,-,-
15131,63.03750000000577,2,-,-,-
15132,63.03750000000577,3,0.001612368422011152,6.179964592953681e-05,6.482314963087572e-05
15133,63.050000000005774,1,-,-,-
15134,63.050000000005774,2,-,-,-
15135,63.050000000005774,3,0.0016160185601579713,6.148115348872599e-05,6.480282088870431e-05
15136,63.06250000000578,1,-,-,-
15137,63.06250000000578,2,-,-,-
15138,63.06250000000578,3,0.0016200495512110871,6.118092822892682e-05,6.471715277399895e-05
15139,63.07500000000578,1,-,-,-
15140,63.07500000000578,2,-,-,-
15141,63.07500000000578,3,0.0016248258724697554,6.11824576960334e-05,6.547133129504084e-05
15142,63.08750000000578,1,-,-,-
15143,63.08750000000578,2,-,-,-
15144,63.08750000000578,3,0.0016295886977125132,6.14117466270961e-05,6.563864448497314e-05
15145,63.100000000005785,1,-,-,-
15146,63.100000000005785,2,-,-,-
15147,63.100000000005785,3,0.0016336184785926658,6.111903905156131e-05,6.555272706626472e-05
15148,63.11250000000579,1,-,-,-
15149,63.11250000000579,2,-,-,-
15150,63.11250000000579,3,0.0016374547292068936,6.095870550229404e-05,6.577837202705842e-05
15151,63.12500000000579,1,-,-,-
15152,63.12500000000579,2,-,-,-
15153,63.12500000000579,3,0.001641845989040083,6.0381311629716955e-05,6.585439141098028e-05
15154,63.137500000005794,1,-,-,-
15155,63.137500000005794,2,-,-,-
15156,63.137500000005794,3,0.0016477140546294548,6.01070062379445e-05,6.641428011712347e-05
15157,63.1500000000058,1,-,-,-
15158,63.1500000000058,2,-,-,-
15159,63.1500000000058,3,0.0016535160404510436,6.001020319112841e-05,6.713863082771456e-05
15160,63.1625000000058,1,-,-,-
15161,63.1625000000058,2,-,-,-
15162,63.1625000000058,3,0.0016576496433547022,5.989023705966421e-05,6.740143522607335e-05
15163,63.1750000000058,1,-,-,-
15164,63.1750000000058,2,-,-,-
15165,63.1750000000058,3,0.0016596393327716408,5.970178799427798e-05,6.742883049316184e-05
15166,63.187500000005805,1,-,-,-
15167,63.187500000005805,2,-,-,-
15168,63.187500000005805,3,0.0016611526673374196,5.920768242123715e-05,6.678184857541729e-05
15169,63.20000000000581,1,-,-,-
15170,63.20000000000581,2,-,-,-
15171,63.20000000000581,3,0.0016622248400583678,5.853020312828438e-05,6.628667508077096e-05
15172,63.21250000000581,1,-,-,-
15173,63.21250000000581,2,-,-,-
15174,63.21250000000581,3,0.001663923147242306,5.824368183553265e-05,6.644049643189281e-05
15175,63.225000000005814,1,-,-,-
15176,63.225000000005814,2,-,-,-
15177,63.225000000005814,3,0.0016661804254677697,5.7711266091108664e-05,6.663362286104201e-05
15178,63.23750000000582,1,-,-,-
15179,63.23750000000582,2,-,-,-
15180,63.23750000000582,3,0.0016686594710410639,5.698230949150974e-05,6.67212589320211e-05
15181,63.25000000000582,1,-,-,-
15182,63.25000000000582,2,-,-,-
15183,63.25000000000582,3,0.0016705354298566127,5.631643577212589e-05,6.651669317714886e-05
15184,63.26250000000582,1,-,-,-
15185,63.26250000000582,2,-,-,-
15186,63.26250000000582,3,0.0016706751332463828,5.580512205859642e-05,6.667964377442685e-05
15187,63.275000000005825,1,-,-,-
15188,63.275000000005825,2,-,-,-
15189,63.275000000005825,3,0.001672253176552254,5.489287618430702e-05,6.685606012699996e-05
15190,63.28750000000583,1,-,-,-
15191,63.28750000000583,2,-,-,-
15192,63.28750000000583,3,0.0016730776845241316,5.439648845932981e-05,6.701784392481725e-05
15193,63.30000000000583,1,-,-,-
15194,63.30000000000583,2,-,-,-
15195,63.30000000000583,3,0.0016748240409756791,5.4152582429530595e-05,6.764403203011004e-05
15196,63.312500000005834,1,-,-,-
15197,63.312500000005834,2,-,-,-
15198,63.312500000005834,3,0.0016767306708121532,5.3697470379665365e-05,6.804797875438454e-05
15199,63.325000000005836,1,-,-,-
15200,63.325000000005836,2,-,-,-
15201,63.325000000005836,3,0.0016806558949101402,5.343593942039882e-05,6.801596437704653e-05
15202,63.33750000000584,1,-,-,-
15203,63.33750000000584,2,-,-,-
15204,63.33750000000584,3,0.001684599930791712,5.3279496712315236e-05,6.776446092076981e-05
15205,63.35000000000584,1,-,-,-
15206,63.35000000000584,2,-,-,-
15207,63.35000000000584,3,0.0016876966348245025,5.300265377633678e-05,6.755626610652098e-05
15208,63.362500000005845,1,-,-,-
15209,63.362500000005845,2,-,-,-
15210,63.362500000005845,3,0.0016913605953841405,5.268588794411094e-05,6.783995932838568e-05
15211,63.37500000000585,1,-,-,-
15212,63.37500000000585,2,-,-,-
15213,63.37500000000585,3,0.0016941266553537648,5.246514955439284e-05,6.806305148687752e-05
15214,63.38750000000585,1,-,-,-
15215,63.38750000000585,2,-,-,-
15216,63.38750000000585,3,0.0016970147775787169,5.204776440609565e-05,6.749940738282687e-05
15217,63.40000000000585,1,-,-,-
15218,63.40000000000585,2,-,-,-
15219,63.40000000000585,3,0.001700649285133751,5.2033404797152485e-05,6.78975114136509e-05
15220,63.412500000005856,1,-,-,-
15221,63.412500000005856,2,-,-,-
15222,63.412500000005856,3,0.001705074329681401,5.200448966315462e-05,6.796825277056843e-05
15223,63.42500000000586,1,-,-,-
15224,63.42500000000586,2,-,-,-
15225,63.42500000000586,3,0.0017104494094001127,5.187161055161899e-05,6.854260071133085e-05
15226,63.43750000000586,1,-,-,-
15227,63.43750000000586,2,-,-,-
15228,63.43750000000586,3,0.0017168690903588218,5.230208449418689e-05,6.904960005157929e-05
15229,63.450000000005865,1,-,-,-
15230,63.450000000005865,2,-,-,-
15231,63.450000000005865,3,0.001725088691102621,5.265405479876502e-05,6.961457259991586e-05
15232,63.46250000000587,1,-,-,-
15233,63.46250000000587,2,-,-,-
15234,63.46250000000587,3,0.0017332780664806719,5.310369171840296e-05,7.039261009233447e-05
15235,63.47500000000587,1,-,-,-
15236,63.47500000000587,2,-,-,-
15237,63.47500000000587,3,0.0017407370127652086,5.330469028843895e-05,7.101277490738712e-05
15238,63.48750000000587,1,-,-,-
15239,63.48750000000587,2,-,-,-
15240,63.48750000000587,3,0.0017468799605028665,5.342511534947696e-05,7.10914558051307e-05
15241,63.500000000005876,1,-,-,-
15242,63.500000000005876,2,-,-,-
15243,63.500000000005876,3,0.0017539040213610565,5.366554305059316e-05,7.160701763617925e-05
15244,63.51250000000588,1,-,-,-
15245,63.51250000000588,2,-,-,-
15246,63.51250000000588,3,0.001762057279050757,5.401252888416193e-05,7.175337354145841e-05
15247,63.52500000000588,1,-,-,-
15248,63.52500000000588,2,-,-,-
15249,63.52500000000588,3,0.0017699138925942953,5.415426456997984e-05,7.18929697323761e-05
15250,63.537500000005885,1,-,-,-
15251,63.537500000005885,2,-,-,-
15252,63.537500000005885,3,0.0017783058445585117,5.430416273665463e-05,7.241296909985258e-05
15253,63.55000000000589,1,-,-,-
15254,63.55000000000589,2,-,-,-
15255,63.55000000000589,3,0.0017857947561603976,5.454737448544079e-05,7.283751196550215e-05
15256,63.56250000000589,1,-,-,-
15257,63.56250000000589,2,-,-,-
15258,63.56250000000589,3,0.0017936724847467847,5.467239382889012e-05,7.343387461837004e-05
15259,63.57500000000589,1,-,-,-
15260,63.57500000000589,2,-,-,-
15261,63.57500000000589,3,0.001802393997462066,5.4698872305654356e-05,7.376767330030119e-05
15262,63.587500000005896,1,-,-,-
15263,63.587500000005896,2,-,-,-
15264,63.587500000005896,3,0.0018120716959805696,5.491558754356496e-05,7.368897011030818e-05
15265,63.6000000000059,1,-,-,-
15266,63.6000000000059,2,-,-,-
15267,63.6000000000059,3,0.0018216670223854643,5.5264372135433144e-05,7.372285151957678e-05
15268,63.6125000000059,1,-,-,-
15269,63.6125000000059,2,-,-,-
15270,63.6125000000059,3,0.001829246250003681,5.5725255367465e-05,7.352079315840191e-05
15271,63.625000000005905,1,-,-,-
15272,63.625000000005905,2,-,-,-
15273,63.625000000005905,3,0.0018358889465338408,5.585112734274484e-05,7.299309473972072e-05
15274,63.63750000000591,1,-,-,-
15275,63.63750000000591,2,-,-,-
15276,63.63750000000591,3,0.0018423394018353108,5.652506277763478e-05,7.25956656241047e-05
15277,63.65000000000591,1,-,-,-
15278,63.65000000000591,2,-,-,-
15279,63.65000000000591,3,0.0018495489511699606,5.713527739252918e-05,7.238219531036887e-05
15280,63.66250000000591,1,-,-,-
15281,63.66250000000591,2,-,-,-
15282,63.66250000000591,3,0.0018554860668848884,5.7621365050700595e-05,7.190702518142811e-05
15283,63.675000000005916,1,-,-,-
15284,63.675000000005916,2,-,-,-
15285,63.675000000005916,3,0.0018593416421394296,5.841367489610113e-05,7.082527647809084e-05
15286,63.68750000000592,1,-,-,-
15287,63.68750000000592,2,-,-,-
15288,63.68750000000592,3,0.0018624017582555721,5.9409536387374926e-05,7.02894170174164e-05
15289,63.70000000000592,1,-,-,-
15290,63.70000000000592,2,-,-,-
15291,63.70000000000592,3,0.001863716689295979,6.0270820592689e-05,6.983496604113405e-05
15292,63.712500000005925,1,-,-,-
15293,63.712500000005925,2,-,-,-
15294,63.712500000005925,3,0.001865985953969595,6.054238087911222e-05,6.900517839176345e-05
15295,63.72500000000593,1,-,-,-
15296,63.72500000000593,2,-,-,-
15297,63.72500000000593,3,0.0018694681822813014,6.155161991139814e-05,6.83987906897919e-05
15298,63.73750000000593,1,-,-,-
15299,63.73750000000593,2,-,-,-
15300,63.73750000000593,3,0.0018740967121678657,6.223713516536358e-05,6.863908880418152e-05
15301,63.75000000000593,1,-,-,-
15302,63.75000000000593,2,-,-,-
15303,63.75000000000593,3,0.0018804452880495336,6.259260247646299e-05,6.891211730704713e-05
15304,63.762500000005936,1,-,-,-
15305,63.762500000005936,2,-,-,-
15306,63.762500000005936,3,0.0018864107619414202,6.26808786260028e-05,6.903969030611029e-05
15307,63.77500000000594,1,-,-,-
15308,63.77500000000594,2,-,-,-
15309,63.77500000000594,3,0.0018897699118697285,6.284262974915576e-05,6.894993412203831e-05
15310,63.78750000000594,1,-,-,-
15311,63.78750000000594,2,-,-,-
15312,63.78750000000594,3,0.0018934029742650224,6.309321949914736e-05,6.89198580501135e-05
15313,63.800000000005944,1,-,-,-
15314,63.800000000005944,2,-,-,-
15315,63.800000000005944,3,0.0018958024666382556,6.415692930268953e-05,6.913608740132462e-05
15316,63.81250000000595,1,-,-,-
15317,63.81250000000595,2,-,-,-
15318,63.81250000000595,3,0.001897592229766444,6.491082444523056e-05,6.898146446044613e-05
15319,63.82500000000595,1,-,-,-
15320,63.82500000000595,2,-,-,-
15321,63.82500000000595,3,0.0018993343405954246,6.505309019173597e-05,6.880979316793035e-05
15322,63.83750000000595,1,-,-,-
15323,63.83750000000595,2,-,-,-
15324,63.83750000000595,3,0.0019014732565101687,6.544496777420105e-05,6.849496725081968e-05
15325,63.850000000005956,1,-,-,-
15326,63.850000000005956,2,-,-,-
15327,63.850000000005956,3,0.0019020573441774042,6.554121767262152e-05,6.836854622764971e-05
15328,63.86250000000596,1,-,-,-
15329,63.86250000000596,2,-,-,-
15330,63.86250000000596,3,0.0019025813457722665,6.515302353706678e-05,6.835816669856512e-05
15331,63.87500000000596,1,-,-,-
15332,63.87500000000596,2,-,-,-
15333,63.87500000000596,3,0.0019020151013309156,6.500999147393591e-05,6.807256516359677e-05
15334,63.887500000005964,1,-,-,-
15335,63.887500000005964,2,-,-,-
15336,63.887500000005964,3,0.0019016774025803179,6.504451295637141e-05,6.773773757256446e-05
15337,63.90000000000597,1,-,-,-
15338,63.90000000000597,2,-,-,-
15339,63.90000000000597,3,0.0019013231341985517,6.514215202262675e-05,6.762673659033244e-05
15340,63.91250000000597,1,-,-,-
15341,63.91250000000597,2,-,-,-
15342,63.91250000000597,3,0.0019015935290520936,6.809129045908853e-05,6.751722144940644e-05
15343,63.92500000000597,1,-,-,-
15344,63.92500000000597,2,-,-,-
15345,63.92500000000597,3,0.0019026165748674718,6.596145955308919e-05,6.747334069899795e-05
15346,63.937500000005976,1,-,-,-
15347,63.937500000005976,2,-,-,-
15348,63.937500000005976,3,0.0019037143237181744,6.67676493849868e-05,6.749416663041587e-05
15349,63.95000000000598,1,-,-,-
15350,63.95000000000598,2,-,-,-
15351,63.95000000000598,3,0.0019043605872885673,6.754288974832574e-05,6.771026960363182e-05
15352,63.96250000000598,1,-,-,-
15353,63.96250000000598,2,-,-,-
15354,63.96250000000598,3,0.0019044650153720475,6.860161313257298e-05,6.814162404194676e-05
15355,63.975000000005984,1,-,-,-
15356,63.975000000005984,2,-,-,-
15357,63.975000000005984,3,0.0019045418683276262,6.936972930013505e-05,6.812208737521458e-05
15358,63.98750000000599,1,-,-,-
15359,63.98750000000599,2,-,-,-
15360,63.98750000000599,3,0.0019036871806932612,6.990458709779284e-05,6.756372715798327e-05
15361,64.00000000000598,1,-,-,-
15362,64.00000000000598,2,-,-,-
15363,64.00000000000598,3,0.0019030337259882397,7.020180937035053e-05,6.742064987715833e-05
15364,64.01250000000599,1,-,-,-
15365,64.01250000000599,2,-,-,-
15366,64.01250000000599,3,0.0019021199822268542,7.063349228638432e-05,6.732961570425859e-05
15367,64.02500000000599,1,-,-,-
15368,64.02500000000599,2,-,-,-
15369,64.02500000000599,3,0.0019020081078810953,7.079426228460046e-05,6.726343927147032e-05
15370,64.03750000000599,1,-,-,-
15371,64.03750000000599,2,-,-,-
15372,64.03750000000599,3,0.0019003908375642173,0.0003884928331280575,6.750886303782098e-05
15373,64.050000000006,1,-,-,-
15374,64.050000000006,2,-,-,-
15375,64.050000000006,3,0.0018978295532553068,7.000229296361238e-05,6.752960264511024e-05
15376,64.062500000006,1,-,-,-
15377,64.062500000006,2,-,-,-
15378,64.062500000006,3,0.0018959946348781544,7.027388991644355e-05,6.760730514511448e-05
15379,64.075000000006,1,-,-,-
15380,64.075000000006,2,-,-,-
15381,64.075000000006,3,0.0018949381475377644,7.077299642603766e-05,6.794831443606321e-05
15382,64.087500000006,1,-,-,-
15383,64.087500000006,2,-,-,-
15384,64.087500000006,3,0.0018952200003136542,7.11762209664809e-05,6.830239226248349e-05
15385,64.100000000006,1,-,-,-
15386,64.100000000006,2,-,-,-
15387,64.100000000006,3,0.0018944008304633132,7.142204000175699e-05,6.868105991304061e-05
15388,64.11250000000601,1,-,-,-
15389,64.11250000000601,2,-,-,-
15390,64.11250000000601,3,0.0018926365470610877,7.183198399553708e-05,6.944081471773189e-05
15391,64.12500000000601,1,-,-,-
15392,64.12500000000601,2,-,-,-
15393,64.12500000000601,3,0.0018891942837108789,7.20523051957115e-05,6.984497614294082e-05
15394,64.13750000000601,1,-,-,-
15395,64.13750000000601,2,-,-,-
15396,64.13750000000601,3,0.001883722427076442,7.197682528798775e-05,6.989220664627411e-05
